Region,Instance,vCPU,Memory(GB),Price
centralindia,Standard_E48ds_v6,48,384.0,4.049
centralindia,Standard_E64-16ds_v6,64,512.0,0.997735
centralindia,Standard_E64-32ds_v6,64,512.0,5.399
centralindia,Standard_E64ds_v6,64,512.0,5.399
centralindia,Standard_E96-24ds_v6,96,768.0,8.099
centralindia,Standard_E96-48ds_v6,96,768.0,1.496695
centralindia,Standard_E96ds_v6,96,768.0,1.496695
centralindia,Standard_E128-32ds_v6,128,1024.0,1.99547
centralindia,Standard_E128-64ds_v6,128,1024.0,1.99547
centralindia,Standard_E128ds_v6,128,1024.0,1.99547
centralindia,Standard_E192ids_v6,192,1832.0,17.817
centralindia,Standard_FX2ms_v2,2,42.0,0.042134
centralindia,Standard_FX4-2ms_v2,4,84.0,0.084454
centralindia,Standard_FX4ms_v2,4,84.0,0.457
centralindia,Standard_FX8-2ms_v2,8,168.0,0.914
centralindia,Standard_FX8-4ms_v2,8,168.0,0.914
centralindia,Standard_FX8ms_v2,8,168.0,0.168907
centralindia,Standard_FX12-6ms_v2,12,252.0,0.253176
centralindia,Standard_FX12ms_v2,12,252.0,1.37
centralindia,Standard_FX16-4ms_v2,16,336.0,0.33763
centralindia,Standard_FX16-8ms_v2,16,336.0,0.33763
centralindia,Standard_FX16ms_v2,16,336.0,1.827
centralindia,Standard_FX24-6ms_v2,24,504.0,2.741
centralindia,Standard_FX24-12ms_v2,24,504.0,2.741
centralindia,Standard_FX24ms_v2,24,504.0,0.506537
centralindia,Standard_FX32-8ms_v2,32,672.0,3.655
centralindia,Standard_FX32-16ms_v2,32,672.0,0.675444
centralindia,Standard_FX32ms_v2,32,672.0,0.675444
centralindia,Standard_FX48-12ms_v2,48,1008.0,1.013074
centralindia,Standard_FX48-24ms_v2,48,1008.0,5.482
centralindia,Standard_FX48ms_v2,48,1008.0,5.482
centralindia,Standard_FX64-16ms_v2,64,1344.0,1.350703
centralindia,Standard_FX64-32ms_v2,64,1344.0,1.350703
centralindia,Standard_FX64ms_v2,64,1344.0,1.350703
centralindia,Standard_FX96-24ms_v2,96,1832.0,2.026147
centralindia,Standard_FX96-48ms_v2,96,1832.0,2.026147
centralindia,Standard_FX96ms_v2,96,1832.0,10.964
centralindia,Standard_FX2mds_v2,2,42.0,0.052114
centralindia,Standard_FX4-2mds_v2,4,84.0,0.104412
centralindia,Standard_FX4mds_v2,4,84.0,0.104412
centralindia,Standard_FX8-2mds_v2,8,168.0,1.129
centralindia,Standard_FX8-4mds_v2,8,168.0,0.208639
centralindia,Standard_FX8mds_v2,8,168.0,1.129
centralindia,Standard_FX12-6mds_v2,12,252.0,1.694
centralindia,Standard_FX12mds_v2,12,252.0,1.694
centralindia,Standard_FX16-4mds_v2,16,336.0,0.417278
centralindia,Standard_FX16-8mds_v2,16,336.0,2.258
centralindia,Standard_FX16mds_v2,16,336.0,2.258
centralindia,Standard_FX24-6mds_v2,24,504.0,3.388
centralindia,Standard_FX24-12mds_v2,24,504.0,0.626102
centralindia,Standard_FX24mds_v2,24,504.0,3.388
centralindia,Standard_FX32-8mds_v2,32,672.0,4.517
centralindia,Standard_FX32-16mds_v2,32,672.0,0.834742
centralindia,Standard_FX32mds_v2,32,672.0,0.834742
centralindia,Standard_FX48-12mds_v2,48,1008.0,6.775
centralindia,Standard_FX48-24mds_v2,48,1008.0,1.25202
centralindia,Standard_FX48mds_v2,48,1008.0,6.775
centralindia,Standard_FX64-16mds_v2,64,1344.0,9.034
centralindia,Standard_FX64-32mds_v2,64,1344.0,1.669483
centralindia,Standard_FX64mds_v2,64,1344.0,1.669483
centralindia,Standard_FX96-24mds_v2,96,1832.0,13.551
centralindia,Standard_FX96-48mds_v2,96,1832.0,2.504225
centralindia,Standard_FX96mds_v2,96,1832.0,2.504225
centralindia,Standard_L2s_v4,2,16.0,0.03659
centralindia,Standard_L4s_v4,4,32.0,0.396
centralindia,Standard_L8s_v4,8,64.0,0.792
centralindia,Standard_L16s_v4,16,128.0,1.584
centralindia,Standard_L32s_v4,32,256.0,0.585446
centralindia,Standard_L48s_v4,48,384.0,0.87817
centralindia,Standard_L64s_v4,64,512.0,6.336
centralindia,Standard_L80s_v4,80,640.0,7.92
centralindia,Standard_L96s_v4,96,768.0,9.504
centralindia,Standard_NC24ads_A100_v4,24,220.0,5.142
centralindia,Standard_NC48ads_A100_v4,48,440.0,1.900483
centralindia,Standard_NC96ads_A100_v4,96,880.0,3.801151
centralindia,Standard_NV6ads_A10_v5,6,55.0,0.636
centralindia,Standard_NV12ads_A10_v5,12,110.0,0.254
centralindia,Standard_NV18ads_A10_v5,18,220.0,0.448
centralindia,Standard_NV36adms_A10_v5,36,880.0,1.169414
centralindia,Standard_NV36ads_A10_v5,36,440.0,0.896
centralindia,Standard_NV72ads_A10_v5,72,880.0,1.686854
centralindia,Standard_E96ias_v4,96,672.0,0
centralindia,Standard_L8as_v3,8,64.0,0.130838
centralindia,Standard_L16as_v3,16,128.0,1.416
centralindia,Standard_L32as_v3,32,256.0,0.523354
centralindia,Standard_L48as_v3,48,384.0,0.85
centralindia,Standard_L64as_v3,64,512.0,1.046707
centralindia,Standard_L80as_v3,80,640.0,1.416
centralindia,Standard_NV4as_v4,4,14.0,0.0652
centralindia,Standard_NV8as_v4,8,28.0,0.652
centralindia,Standard_NV16as_v4,16,56.0,0.261
centralindia,Standard_NV32as_v4,32,112.0,2.61
centralindia,Standard_DC2as_v6,2,8.0,0.0586
centralindia,Standard_DC4as_v6,4,16.0,0.117
centralindia,Standard_DC8as_v6,8,32.0,0.0469
centralindia,Standard_DC16as_v6,16,64.0,0.469
centralindia,Standard_DC32as_v6,32,128.0,0.173342
centralindia,Standard_DC48as_v6,48,192.0,1.406
centralindia,Standard_DC64as_v6,64,256.0,0.3465
centralindia,Standard_DC96as_v6,96,384.0,2.813
centralindia,Standard_DC2ads_v6,2,8.0,0.0148
centralindia,Standard_DC4ads_v6,4,16.0,0.148
centralindia,Standard_DC8ads_v6,8,32.0,0.054516
centralindia,Standard_DC16ads_v6,16,64.0,0.109032
centralindia,Standard_DC32ads_v6,32,128.0,0.236
centralindia,Standard_DC48ads_v6,48,192.0,1.771
centralindia,Standard_DC64ads_v6,64,256.0,2.362
centralindia,Standard_DC96ads_v6,96,384.0,3.542
centralindia,Standard_EC2as_v6,2,16.0,0.077
centralindia,Standard_EC4as_v6,4,32.0,0.0308
centralindia,Standard_EC8as_v6,8,64.0,0.056918
centralindia,Standard_EC16as_v6,16,128.0,0.113837
centralindia,Standard_EC32as_v6,32,256.0,0.227674
centralindia,Standard_EC48as_v6,48,384.0,0.37
centralindia,Standard_EC64as_v6,64,512.0,0.493
centralindia,Standard_EC96as_v6,96,672.0,3.696
centralindia,Standard_EC2ads_v6,2,16.0,0.0188
centralindia,Standard_EC4ads_v6,4,32.0,0.034742
centralindia,Standard_EC8ads_v6,8,64.0,0.0693
centralindia,Standard_EC16ads_v6,16,128.0,0.1386
centralindia,Standard_EC32ads_v6,32,256.0,1.501
centralindia,Standard_EC48ads_v6,48,384.0,0.45
centralindia,Standard_EC64ads_v6,64,512.0,0.55477
centralindia,Standard_EC96ads_v6,96,672.0,4.502
centralindia,Standard_HB120-16rs_v3,120,456.0,0.931392
centralindia,Standard_HB120-32rs_v3,120,456.0,5.04
centralindia,Standard_HB120-64rs_v3,120,456.0,5.04
centralindia,Standard_HB120-96rs_v3,120,456.0,0.931392
centralindia,Standard_HB120rs_v3,120,456.0,0.931392
centralindia,Standard_NC4as_T4_v3,4,28.0,0.579
centralindia,Standard_NC8as_T4_v3,8,56.0,0.165
centralindia,Standard_NC16as_T4_v3,16,110.0,1.324
centralindia,Standard_NC64as_T4_v3,64,440.0,4.787
centralindia,Standard_D2ls_v6,2,4.0,0.016503
centralindia,Standard_D4ls_v6,4,8.0,0.033079
centralindia,Standard_D8ls_v6,8,16.0,0.065974
centralindia,Standard_D16ls_v6,16,32.0,0.714
centralindia,Standard_D32ls_v6,32,64.0,1.428
centralindia,Standard_D48ls_v6,48,96.0,2.142
centralindia,Standard_D64ls_v6,64,128.0,2.856
centralindia,Standard_D96ls_v6,96,192.0,4.284
centralindia,Standard_D128ls_v6,128,256.0,1.055762
centralindia,Standard_D2lds_v6,2,4.0,0.11
centralindia,Standard_D4lds_v6,4,8.0,0.040841
centralindia,Standard_D8lds_v6,8,16.0,0.081497
centralindia,Standard_D16lds_v6,16,32.0,0.883
centralindia,Standard_D32lds_v6,32,64.0,1.765
centralindia,Standard_D48lds_v6,48,96.0,2.648
centralindia,Standard_D64lds_v6,64,128.0,3.53
centralindia,Standard_D96lds_v6,96,192.0,5.295
centralindia,Standard_D128lds_v6,128,256.0,7.06
centralindia,Standard_D2s_v6,2,8.0,0.019589
centralindia,Standard_D4s_v6,4,16.0,0.039178
centralindia,Standard_D8s_v6,8,32.0,0.424
centralindia,Standard_D16s_v6,16,64.0,0.848
centralindia,Standard_D32s_v6,32,128.0,1.697
centralindia,Standard_D48s_v6,48,192.0,0.470316
centralindia,Standard_D64s_v6,64,256.0,3.394
centralindia,Standard_D96s_v6,96,384.0,5.091
centralindia,Standard_D128s_v6,128,512.0,6.788
centralindia,Standard_D192s_v6,192,768.0,1.881634
centralindia,Standard_D2ds_v6,2,8.0,0.131
centralindia,Standard_D4ds_v6,4,16.0,0.262
centralindia,Standard_D8ds_v6,8,32.0,0.524
centralindia,Standard_D16ds_v6,16,64.0,1.049
centralindia,Standard_D32ds_v6,32,128.0,0.387526
centralindia,Standard_D48ds_v6,48,192.0,0.581381
centralindia,Standard_D64ds_v6,64,256.0,4.195
centralindia,Standard_D96ds_v6,96,384.0,1.162762
centralindia,Standard_D128ds_v6,128,512.0,8.389
centralindia,Standard_D192ds_v6,192,768.0,2.325523
centralindia,Standard_D2as_v6,2,8.0,0.0117
centralindia,Standard_D4as_v6,4,16.0,0.021622
centralindia,Standard_D8as_v6,8,32.0,0.0469
centralindia,Standard_D16as_v6,16,64.0,0.086671
centralindia,Standard_D32as_v6,32,128.0,0.938
centralindia,Standard_D48as_v6,48,192.0,0.281
centralindia,Standard_D64as_v6,64,256.0,0.3465
centralindia,Standard_D96as_v6,96,384.0,0.519842
centralindia,Standard_E2as_v6,2,16.0,0.0154
centralindia,Standard_E4as_v6,4,32.0,0.028459
centralindia,Standard_E8as_v6,8,64.0,0.308
centralindia,Standard_E16as_v6,16,128.0,0.123
centralindia,Standard_E20as_v6,20,160.0,0.142296
centralindia,Standard_E32as_v6,32,256.0,1.232
centralindia,Standard_E48as_v6,48,384.0,0.37
centralindia,Standard_E64as_v6,64,512.0,0.493
centralindia,Standard_E96as_v6,96,672.0,0.739
centralindia,Standard_D2als_v6,2,4.0,0.052
centralindia,Standard_D4als_v6,4,8.0,0.019219
centralindia,Standard_D8als_v6,8,16.0,0.038438
centralindia,Standard_D16als_v6,16,32.0,0.076877
centralindia,Standard_D32als_v6,32,64.0,0.832
centralindia,Standard_D48als_v6,48,96.0,1.248
centralindia,Standard_D64als_v6,64,128.0,0.307507
centralindia,Standard_D96als_v6,96,192.0,2.496
centralindia,Standard_D2alds_v6,2,4.0,0.011384
centralindia,Standard_D4alds_v6,4,8.0,0.0246
centralindia,Standard_D8alds_v6,8,16.0,0.246
centralindia,Standard_D16alds_v6,16,32.0,0.0986
centralindia,Standard_D32alds_v6,32,64.0,0.182213
centralindia,Standard_D48alds_v6,48,96.0,0.273134
centralindia,Standard_D64alds_v6,64,128.0,0.364241
centralindia,Standard_D96alds_v6,96,192.0,2.957
centralindia,Standard_F2as_v6,2,8.0,0.0882
centralindia,Standard_F4as_v6,4,16.0,0.176
centralindia,Standard_F8as_v6,8,32.0,0.065234
centralindia,Standard_F16as_v6,16,64.0,0.130469
centralindia,Standard_F32as_v6,32,128.0,1.411
centralindia,Standard_F48as_v6,48,192.0,0.391222
centralindia,Standard_F64as_v6,64,256.0,0.521506
centralindia,Standard_F2als_v6,2,4.0,0.0782
centralindia,Standard_F4als_v6,4,8.0,0.028829
centralindia,Standard_F8als_v6,8,16.0,0.313
centralindia,Standard_F16als_v6,16,32.0,0.626
centralindia,Standard_F32als_v6,32,64.0,0.231185
centralindia,Standard_F48als_v6,48,96.0,0.34687
centralindia,Standard_F64als_v6,64,128.0,2.502
centralindia,Standard_F2ams_v6,2,16.0,0.116
centralindia,Standard_F4ams_v6,4,32.0,0.231
centralindia,Standard_F8ams_v6,8,64.0,0.462
centralindia,Standard_F16ams_v6,16,128.0,0.17094
centralindia,Standard_F32ams_v6,32,256.0,0.34188
centralindia,Standard_F48ams_v6,48,384.0,0.512635
centralindia,Standard_F64ams_v6,64,512.0,3.699
centralindia,Standard_NV6s_v2,6,112.0,0
centralindia,Standard_NV12s_v2,12,224.0,0
centralindia,Standard_NV24s_v2,24,448.0,0
centralindia,Standard_NV12s_v3,12,112.0,0.294941
centralindia,Standard_NV24s_v3,24,224.0,0.638
centralindia,Standard_NV48s_v3,48,448.0,1.277
centralindia,Standard_D2pls_v6,2,4.0,0.0408
centralindia,Standard_D4pls_v6,4,8.0,0.01508
centralindia,Standard_D8pls_v6,8,16.0,0.030122
centralindia,Standard_D16pls_v6,16,32.0,0.326
centralindia,Standard_D32pls_v6,32,64.0,0.120674
centralindia,Standard_D48pls_v6,48,96.0,0.180919
centralindia,Standard_D64pls_v6,64,128.0,1.306
centralindia,Standard_D96pls_v6,96,192.0,1.958
centralindia,Standard_D2pds_v6,2,8.0,0.0604
centralindia,Standard_D4pds_v6,4,16.0,0.121
centralindia,Standard_D8pds_v6,8,32.0,0.044722
centralindia,Standard_D16pds_v6,16,64.0,0.483
centralindia,Standard_D32pds_v6,32,128.0,0.178517
centralindia,Standard_D48pds_v6,48,192.0,1.45
centralindia,Standard_D64pds_v6,64,256.0,1.933
centralindia,Standard_D96pds_v6,96,384.0,2.899
centralindia,Standard_D2plds_v6,2,4.0,0.009499
centralindia,Standard_D4plds_v6,4,8.0,0.019034
centralindia,Standard_D8plds_v6,8,16.0,0.206
centralindia,Standard_D16plds_v6,16,32.0,0.075953
centralindia,Standard_D32plds_v6,32,64.0,0.151906
centralindia,Standard_D48plds_v6,48,96.0,0.228043
centralindia,Standard_D64plds_v6,64,128.0,0.303996
centralindia,Standard_D96plds_v6,96,192.0,2.467
centralindia,Standard_D2ps_v6,2,8.0,0.0462
centralindia,Standard_D4ps_v6,4,16.0,0.017076
centralindia,Standard_D8ps_v6,8,32.0,0.185
centralindia,Standard_D16ps_v6,16,64.0,0.068376
centralindia,Standard_D32ps_v6,32,128.0,0.739
centralindia,Standard_D48ps_v6,48,192.0,0.204943
centralindia,Standard_D64ps_v6,64,256.0,0.273134
centralindia,Standard_D96ps_v6,96,384.0,2.218
centralindia,Standard_E2ps_v6,2,16.0,0.011199
centralindia,Standard_E4ps_v6,4,32.0,0.022361
centralindia,Standard_E8ps_v6,8,64.0,0.242
centralindia,Standard_E16ps_v6,16,128.0,0.089628
centralindia,Standard_E32ps_v6,32,256.0,0.97
centralindia,Standard_E48ps_v6,48,384.0,1.454
centralindia,Standard_E64ps_v6,64,512.0,0.358327
centralindia,Standard_E96ps_v6,96,672.0,2.909
centralindia,Standard_E2pds_v6,2,16.0,0.014193
centralindia,Standard_E4pds_v6,4,32.0,0.028459
centralindia,Standard_E8pds_v6,8,64.0,0.056734
centralindia,Standard_E16pds_v6,16,128.0,0.614
centralindia,Standard_E32pds_v6,32,256.0,1.229
centralindia,Standard_E48pds_v6,48,384.0,0.340586
centralindia,Standard_E64pds_v6,64,512.0,0.454238
centralindia,Standard_E96pds_v6,96,672.0,0.681173
centralindia,Standard_D1,1,3.5,0.0141
centralindia,Standard_D2,2,7.0,0.141
centralindia,Standard_D3,4,14.0,0.0564
centralindia,Standard_D4,8,28.0,0.113
centralindia,Standard_D11,2,14.0,0.033634
centralindia,Standard_D12,4,28.0,0.365
centralindia,Standard_D13,8,56.0,0.134904
centralindia,Standard_D14,16,112.0,0.269808
centralindia,Standard_DS1,1,3.5,0.0705
centralindia,Standard_DS2,2,7.0,0.026057
centralindia,Standard_DS3,4,14.0,0.052114
centralindia,Standard_DS4,8,28.0,0.113
centralindia,Standard_DS11,2,14.0,0.033634
centralindia,Standard_DS12,4,28.0,0.365
centralindia,Standard_DS13,8,56.0,0.134904
centralindia,Standard_DS14,16,112.0,0.292
centralindia,Standard_NC6s_v3,6,112.0,0.782443
centralindia,Standard_NC12s_v3,12,224.0,1.694
centralindia,Standard_NC24rs_v3,24,448.0,18.63
centralindia,Standard_NC24s_v3,24,448.0,3.387
centralindia,Standard_M208ms_v2,208,5700.0,45.959
centralindia,Standard_M208s_v2,208,2850.0,4.246519
centralindia,Standard_M416-208s_v2,416,5700.0,0
centralindia,Standard_M416s_v2,416,5700.0,51.067
centralindia,Standard_M416-208ms_v2,416,11400.0,0
centralindia,Standard_M416ms_v2,416,11400.0,18.871776
centralindia,Standard_M416s_8_v2,416,7600.0,17.10324
centralindia,Standard_M416s_9_v2,416,8568.0,104.35
centralindia,Standard_M416s_10_v2,416,9496.0,21.379512
centralindia,Standard_NC40ads_H100_v5,40,320.0,7.03584
centralindia,Standard_NC80adis_H100_v5,80,640.0,14.07168
centralindia,Standard_L8s_v2,8,64.0,0.142
centralindia,Standard_L16s_v2,16,128.0,0.261677
centralindia,Standard_L32s_v2,32,256.0,2.832
centralindia,Standard_L48s_v2,48,384.0,0.78503
centralindia,Standard_L64s_v2,64,512.0,1.046707
centralindia,Standard_L80s_v2,80,640.0,7.08
centralindia,Standard_G1,2,28.0,0
centralindia,Standard_G2,4,56.0,0
centralindia,Standard_G3,8,112.0,0
centralindia,Standard_G4,16,224.0,0
centralindia,Standard_G5,32,448.0,0
centralindia,Standard_GS1,2,28.0,0
centralindia,Standard_GS2,4,56.0,0
centralindia,Standard_GS3,8,112.0,0
centralindia,Standard_GS4,16,224.0,0
centralindia,Standard_GS4-4,16,224.0,0
centralindia,Standard_GS4-8,16,224.0,0
centralindia,Standard_GS5,32,448.0,0
centralindia,Standard_GS5-8,32,448.0,0
centralindia,Standard_GS5-16,32,448.0,0
centralindia,Standard_L4s,4,32.0,0
centralindia,Standard_L8s,8,64.0,0
centralindia,Standard_L16s,16,128.0,0
centralindia,Standard_L32s,32,256.0,0
centralindia,Standard_M12s_v3,12,240.0,0.291984
centralindia,Standard_M24s_v3,24,480.0,3.1621
centralindia,Standard_M48s_1_v3,48,974.0,1.185843
centralindia,Standard_M96s_1_v3,96,974.0,1.164
centralindia,Standard_M96s_2_v3,96,1946.0,1.557
centralindia,Standard_M176s_3_v3,176,2794.0,3.403351
centralindia,Standard_M176s_4_v3,176,3892.0,25.6573
centralindia,Standard_M12ds_v3,12,240.0,0.310464
centralindia,Standard_M24ds_v3,24,480.0,0.096
centralindia,Standard_M48ds_1_v3,48,974.0,6.8186
centralindia,Standard_M96ds_1_v3,96,974.0,1.169
centralindia,Standard_M96ds_2_v3,96,1946.0,1.559
centralindia,Standard_M176ds_3_v3,176,2794.0,19.57
centralindia,Standard_M176ds_4_v3,176,3892.0,27.2641
centralindia,Standard_M16bs_v3,16,128.0,1.4
centralindia,Standard_M32bs_v3,32,256.0,0.515592
centralindia,Standard_M48bs_v3,48,384.0,4.18
centralindia,Standard_M64bs_v3,64,512.0,1.031184
centralindia,Standard_M96bs_v3,96,768.0,8.37
centralindia,Standard_M128-64bs_v3,128,1024.0,2.062368
centralindia,Standard_M128bs_v3,128,1024.0,11.16
centralindia,Standard_M176-88bs_v3,176,1536.0,2.834832
centralindia,Standard_M176bs_v3,176,1536.0,15.34
centralindia,Standard_M16bds_v3,16,128.0,1.46
centralindia,Standard_M32bds_v3,32,256.0,2.93
centralindia,Standard_M48bds_v3,48,384.0,4.39
centralindia,Standard_M64-32bds_1_v3,64,1397.0,22.98
centralindia,Standard_M64bds_1_v3,64,1397.0,22.98
centralindia,Standard_M64bds_v3,64,512.0,5.86
centralindia,Standard_M96-48bds_2_v3,96,1946.0,34.47
centralindia,Standard_M96bds_2_v3,96,1946.0,6.370056
centralindia,Standard_M96bds_v3,96,768.0,1.624392
centralindia,Standard_M128-64bds_3_v3,128,2794.0,8.493408
centralindia,Standard_M128-64bds_v3,128,1024.0,11.71
centralindia,Standard_M128bds_3_v3,128,2794.0,45.96
centralindia,Standard_M128bds_v3,128,1024.0,11.71
centralindia,Standard_M176-88bds_4_v3,176,3892.0,62.83
centralindia,Standard_M176-88bds_v3,176,1536.0,16.11
centralindia,Standard_M176bds_4_v3,176,3892.0,11.610984
centralindia,Standard_M176bds_v3,176,1536.0,2.977128
centralindia,Standard_DC1s_v3,1,8.0,0.101
centralindia,Standard_DC2s_v3,2,16.0,0.202
centralindia,Standard_DC4s_v3,4,32.0,0.0808
centralindia,Standard_DC8s_v3,8,64.0,0.162
centralindia,Standard_DC16s_v3,16,128.0,1.616
centralindia,Standard_DC24s_v3,24,192.0,0.447955
centralindia,Standard_DC32s_v3,32,256.0,0.597274
centralindia,Standard_DC48s_v3,48,384.0,0.89591
centralindia,Standard_DC1ds_v3,1,8.0,0.12
centralindia,Standard_DC2ds_v3,2,16.0,0.044352
centralindia,Standard_DC4ds_v3,4,32.0,0.096
centralindia,Standard_DC8ds_v3,8,64.0,0.177408
centralindia,Standard_DC16ds_v3,16,128.0,0.384
centralindia,Standard_DC24ds_v3,24,192.0,0.576
centralindia,Standard_DC32ds_v3,32,256.0,3.84
centralindia,Standard_DC48ds_v3,48,384.0,1.064448
eastasia,Standard_D2as_v5,2,8.0,0.0238
eastasia,Standard_D4as_v5,4,16.0,0.043982
eastasia,Standard_D8as_v5,8,32.0,0.338
eastasia,Standard_D16as_v5,16,64.0,0.19
eastasia,Standard_D32as_v5,32,128.0,1.904
eastasia,Standard_D48as_v5,48,192.0,5.064
eastasia,Standard_D64as_v5,64,256.0,0.703718
eastasia,Standard_D96as_v5,96,384.0,10.128
eastasia,Standard_E2as_v5,2,16.0,0.097
eastasia,Standard_E4-2as_v5,4,32.0,0.0602
eastasia,Standard_E4as_v5,4,32.0,0.194
eastasia,Standard_E8-2as_v5,8,64.0,0.11125
eastasia,Standard_E8-4as_v5,8,64.0,0.12
eastasia,Standard_E8as_v5,8,64.0,0.602
eastasia,Standard_E16-4as_v5,16,128.0,0.776
eastasia,Standard_E16-8as_v5,16,128.0,0.222499
eastasia,Standard_E16as_v5,16,128.0,0.222499
eastasia,Standard_E20as_v5,20,160.0,0.278124
eastasia,Standard_E32-8as_v5,32,256.0,1.552
eastasia,Standard_E32-16as_v5,32,256.0,1.552
eastasia,Standard_E32as_v5,32,256.0,0.482
eastasia,Standard_E48as_v5,48,384.0,3.612
eastasia,Standard_E64-16as_v5,64,512.0,3.104
eastasia,Standard_E64-32as_v5,64,512.0,3.104
eastasia,Standard_E64as_v5,64,512.0,7.76
eastasia,Standard_E96-24as_v5,96,672.0,1.445
eastasia,Standard_E96-48as_v5,96,672.0,7.224
eastasia,Standard_E96as_v5,96,672.0,1.445
eastasia,Standard_D2ads_v5,2,8.0,0.142
eastasia,Standard_D4ads_v5,4,16.0,0.284
eastasia,Standard_D8ads_v5,8,32.0,0.104966
eastasia,Standard_D16ads_v5,16,64.0,0.209933
eastasia,Standard_D32ads_v5,32,128.0,0.419866
eastasia,Standard_D48ads_v5,48,192.0,2.246
eastasia,Standard_D64ads_v5,64,256.0,7.488
eastasia,Standard_D96ads_v5,96,384.0,4.493
eastasia,Standard_E2ads_v5,2,16.0,0.106
eastasia,Standard_E4-2ads_v5,4,32.0,0.531
eastasia,Standard_E4ads_v5,4,32.0,0.531
eastasia,Standard_E8-2ads_v5,8,64.0,1.062
eastasia,Standard_E8-4ads_v5,8,64.0,1.062
eastasia,Standard_E8ads_v5,8,64.0,0.425
eastasia,Standard_E16-4ads_v5,16,128.0,0.256502
eastasia,Standard_E16-8ads_v5,16,128.0,0.256502
eastasia,Standard_E16ads_v5,16,128.0,2.124
eastasia,Standard_E20ads_v5,20,160.0,1.062
eastasia,Standard_E32-8ads_v5,32,256.0,0.513005
