Region,Instance,vCPU,Memory(GB),Price
centralindia,Standard_E16ds_v4,16,128.0,0.223238
centralindia,Standard_E20ds_v4,20,160.0,0.302
centralindia,Standard_E32-8ds_v4,32,256.0,0.446477
centralindia,Standard_E32-16ds_v4,32,256.0,0.483
centralindia,Standard_E32ds_v4,32,256.0,0.483
centralindia,Standard_E48ds_v4,48,384.0,0.725
centralindia,Standard_E64-16ds_v4,64,504.0,0.966
centralindia,Standard_E64-32ds_v4,64,504.0,0.892954
centralindia,Standard_E64ds_v4,64,504.0,0.966
centralindia,Standard_E80ids_v4,80,504.0,1.208
centralindia,Standard_D2d_v4,2,8.0,0.122
centralindia,Standard_D4d_v4,4,16.0,0.244
centralindia,Standard_D8d_v4,8,32.0,0.090182
centralindia,Standard_D16d_v4,16,64.0,0.976
centralindia,Standard_D32d_v4,32,128.0,1.952
centralindia,Standard_D48d_v4,48,192.0,0.586
centralindia,Standard_D64d_v4,64,256.0,3.904
centralindia,Standard_D2_v4,2,8.0,0.101
centralindia,Standard_D4_v4,4,16.0,0.202
centralindia,Standard_D8_v4,8,32.0,0.404
centralindia,Standard_D16_v4,16,64.0,0.149318
centralindia,Standard_D32_v4,32,128.0,1.616
centralindia,Standard_D48_v4,48,192.0,0.447955
centralindia,Standard_D64_v4,64,256.0,3.232
centralindia,Standard_D2ds_v4,2,8.0,0.022546
centralindia,Standard_D4ds_v4,4,16.0,0.045091
centralindia,Standard_D8ds_v4,8,32.0,0.0976
centralindia,Standard_D16ds_v4,16,64.0,0.976
centralindia,Standard_D32ds_v4,32,128.0,1.952
centralindia,Standard_D48ds_v4,48,192.0,2.928
centralindia,Standard_D64ds_v4,64,256.0,0.721459
centralindia,Standard_D2s_v4,2,8.0,0.0202
centralindia,Standard_D4s_v4,4,16.0,0.0404
centralindia,Standard_D8s_v4,8,32.0,0.0808
centralindia,Standard_D16s_v4,16,64.0,0.149318
centralindia,Standard_D32s_v4,32,128.0,1.616
centralindia,Standard_D48s_v4,48,192.0,0.447955
centralindia,Standard_D64s_v4,64,256.0,0.646
centralindia,Standard_D1_v2,1,3.5,0.084
centralindia,Standard_D2_v2,2,7.0,0.169
centralindia,Standard_D3_v2,4,14.0,0.062278
centralindia,Standard_D4_v2,8,28.0,0.12474
centralindia,Standard_D5_v2,16,56.0,0.24948
centralindia,Standard_D11_v2,2,14.0,0.034927
centralindia,Standard_D12_v2,4,28.0,0.0758
centralindia,Standard_D13_v2,8,56.0,0.152
centralindia,Standard_D14_v2,16,112.0,0.280157
centralindia,Standard_D15_v2,20,140.0,1.895
centralindia,Standard_D2_v2_Promo,2,7.0,0
centralindia,Standard_D3_v2_Promo,4,14.0,0
centralindia,Standard_D4_v2_Promo,8,28.0,0
centralindia,Standard_D5_v2_Promo,16,56.0,0
centralindia,Standard_D11_v2_Promo,2,14.0,0
centralindia,Standard_D12_v2_Promo,4,28.0,0
centralindia,Standard_D13_v2_Promo,8,56.0,0
centralindia,Standard_D14_v2_Promo,16,112.0,0
centralindia,Standard_F1,1,2.0,0.00988
centralindia,Standard_F2,2,4.0,0.018258
centralindia,Standard_F4,4,8.0,0.0395
centralindia,Standard_F8,8,16.0,0.395
centralindia,Standard_F16,16,32.0,0.145992
centralindia,Standard_DS1_v2,1,3.5,0.084
centralindia,Standard_DS2_v2,2,7.0,0.169
centralindia,Standard_DS3_v2,4,14.0,0.067
centralindia,Standard_DS4_v2,8,28.0,0.675
centralindia,Standard_DS5_v2,16,56.0,1.35
centralindia,Standard_DS11-1_v2,2,14.0,0.0379
centralindia,Standard_DS11_v2,2,14.0,0.034927
centralindia,Standard_DS12-1_v2,4,28.0,0.379
centralindia,Standard_DS12-2_v2,4,28.0,0.0758
centralindia,Standard_DS12_v2,4,28.0,0.379
centralindia,Standard_DS13-2_v2,8,56.0,0.758
centralindia,Standard_DS13-4_v2,8,56.0,0.152
centralindia,Standard_DS13_v2,8,56.0,0.758
centralindia,Standard_DS14-4_v2,16,112.0,1.516
centralindia,Standard_DS14-8_v2,16,112.0,0.280157
centralindia,Standard_DS14_v2,16,112.0,1.516
centralindia,Standard_DS15_v2,20,140.0,0.350196
centralindia,Standard_DS2_v2_Promo,2,7.0,0
centralindia,Standard_DS3_v2_Promo,4,14.0,0
centralindia,Standard_DS4_v2_Promo,8,28.0,0
centralindia,Standard_DS5_v2_Promo,16,56.0,0
centralindia,Standard_DS11_v2_Promo,2,14.0,0
centralindia,Standard_DS12_v2_Promo,4,28.0,0
centralindia,Standard_DS13_v2_Promo,8,56.0,0
centralindia,Standard_DS14_v2_Promo,16,112.0,0
centralindia,Standard_F1s,1,2.0,0.009055
centralindia,Standard_F2s,2,4.0,0.0198
centralindia,Standard_F4s,4,8.0,0.198
centralindia,Standard_F8s,8,16.0,0.395
centralindia,Standard_F16s,16,32.0,0.145992
centralindia,Standard_A1_v2,1,2.0,0.009
centralindia,Standard_A2m_v2,2,16.0,0.13
centralindia,Standard_A2_v2,2,4.0,0.0197
centralindia,Standard_A4m_v2,4,32.0,0.259
centralindia,Standard_A4_v2,4,8.0,0.038069
centralindia,Standard_A8m_v2,8,64.0,0.104
centralindia,Standard_A8_v2,8,16.0,0.433
centralindia,Standard_D2_v3,2,8.0,0.019404
centralindia,Standard_D4_v3,4,16.0,0.21
centralindia,Standard_D8_v3,8,32.0,0.077616
centralindia,Standard_D16_v3,16,64.0,0.84
centralindia,Standard_D32_v3,32,128.0,1.68
centralindia,Standard_D48_v3,48,192.0,0.504
centralindia,Standard_D64_v3,64,256.0,0.620928
centralindia,Standard_D2s_v3,2,8.0,0.105
centralindia,Standard_D4s_v3,4,16.0,0.038808
centralindia,Standard_D8s_v3,8,32.0,0.42
centralindia,Standard_D16s_v3,16,64.0,0.84
centralindia,Standard_D32s_v3,32,128.0,0.310464
centralindia,Standard_D48s_v3,48,192.0,0.504
centralindia,Standard_D64s_v3,64,256.0,3.36
centralindia,Standard_E2_v3,2,16.0,0.025318
centralindia,Standard_E4_v3,4,32.0,0.050635
centralindia,Standard_E8_v3,8,64.0,0.11
centralindia,Standard_E16_v3,16,128.0,0.202541
centralindia,Standard_E20_v3,20,160.0,0.27
centralindia,Standard_E32_v3,32,256.0,0.438
centralindia,Standard_E48_v3,48,384.0,0.606329
centralindia,Standard_E64_v3,64,432.0,3.937
centralindia,Standard_E2s_v3,2,16.0,0.027
centralindia,Standard_E4-2s_v3,4,32.0,0.274
centralindia,Standard_E4s_v3,4,32.0,0.274
centralindia,Standard_E8-2s_v3,8,64.0,0.10127
centralindia,Standard_E8-4s_v3,8,64.0,0.10127
centralindia,Standard_E8s_v3,8,64.0,0.548
centralindia,Standard_E16-4s_v3,16,128.0,0.219
centralindia,Standard_E16-8s_v3,16,128.0,0.219
centralindia,Standard_E16s_v3,16,128.0,1.096
centralindia,Standard_E20s_v3,20,160.0,1.37
centralindia,Standard_E32-8s_v3,32,256.0,0.438
centralindia,Standard_E32-16s_v3,32,256.0,2.192
centralindia,Standard_E32s_v3,32,256.0,0.438
centralindia,Standard_E48s_v3,48,384.0,0.656
centralindia,Standard_E64-16s_v3,64,432.0,0.787
centralindia,Standard_E64-32s_v3,64,432.0,0.727558
centralindia,Standard_E64s_v3,64,432.0,3.937
centralindia,Standard_D2plds_v5,2,4.0,0.0098
centralindia,Standard_D4plds_v5,4,8.0,0.01811
centralindia,Standard_D8plds_v5,8,16.0,0.036221
centralindia,Standard_D16plds_v5,16,32.0,0.072442
centralindia,Standard_D32plds_v5,32,64.0,0.144883
centralindia,Standard_D48plds_v5,48,96.0,0.217325
centralindia,Standard_D64plds_v5,64,128.0,0.314
centralindia,Standard_D2pls_v5,2,4.0,0.0426
centralindia,Standard_D4pls_v5,4,8.0,0.015745
centralindia,Standard_D8pls_v5,8,16.0,0.0341
centralindia,Standard_D16pls_v5,16,32.0,0.341
centralindia,Standard_D32pls_v5,32,64.0,0.682
centralindia,Standard_D48pls_v5,48,96.0,0.204
centralindia,Standard_D64pls_v5,64,128.0,1.363
centralindia,Standard_D2pds_v5,2,8.0,0.011162
centralindia,Standard_D4pds_v5,4,16.0,0.121
centralindia,Standard_D8pds_v5,8,32.0,0.242
centralindia,Standard_D16pds_v5,16,64.0,0.089258
centralindia,Standard_D32pds_v5,32,128.0,0.178517
centralindia,Standard_D48pds_v5,48,192.0,0.29
centralindia,Standard_D64pds_v5,64,208.0,0.357218
centralindia,Standard_D2ps_v5,2,8.0,0.0101
centralindia,Standard_D4ps_v5,4,16.0,0.0202
centralindia,Standard_D8ps_v5,8,32.0,0.202
centralindia,Standard_D16ps_v5,16,64.0,0.074844
centralindia,Standard_D32ps_v5,32,128.0,0.149688
centralindia,Standard_D48ps_v5,48,192.0,0.224347
centralindia,Standard_D64ps_v5,64,208.0,1.619
centralindia,Standard_E2pds_v5,2,16.0,0.0164
centralindia,Standard_E4pds_v5,4,32.0,0.164
centralindia,Standard_E8pds_v5,8,64.0,0.060614
centralindia,Standard_E16pds_v5,16,128.0,0.121229
centralindia,Standard_E20pds_v5,20,160.0,0.82
centralindia,Standard_E32pds_v5,32,208.0,0.262
centralindia,Standard_E2ps_v5,2,16.0,0.012012
centralindia,Standard_E4ps_v5,4,32.0,0.026
centralindia,Standard_E8ps_v5,8,64.0,0.048048
centralindia,Standard_E16ps_v5,16,128.0,0.104
centralindia,Standard_E20ps_v5,20,160.0,0.13
centralindia,Standard_E32ps_v5,32,208.0,0.208
centralindia,Standard_B2pls_v2,2,4.0,0.0316
centralindia,Standard_B2ps_v2,2,8.0,0.0216
centralindia,Standard_B2pts_v2,2,1.0,0.00592
centralindia,Standard_B4pls_v2,4,8.0,0.0793
centralindia,Standard_B4ps_v2,4,16.0,0.0896
centralindia,Standard_B8pls_v2,8,16.0,0.0782
centralindia,Standard_B8ps_v2,8,32.0,0.179
centralindia,Standard_B16pls_v2,16,32.0,0.0635
centralindia,Standard_B16ps_v2,16,64.0,0.173
centralindia,Standard_E2a_v4,2,16.0,0.014784
centralindia,Standard_E4a_v4,4,32.0,0.158
centralindia,Standard_E8a_v4,8,64.0,0.058582
centralindia,Standard_E16a_v4,16,128.0,0.117348
centralindia,Standard_E20a_v4,20,160.0,0.26
centralindia,Standard_E32a_v4,32,256.0,0.416
centralindia,Standard_E48a_v4,48,384.0,0.624
centralindia,Standard_E64a_v4,64,512.0,0.832
centralindia,Standard_E96a_v4,96,672.0,0.704642
centralindia,Standard_E2as_v4,2,16.0,0.014784
centralindia,Standard_E4-2as_v4,4,32.0,0.048048
centralindia,Standard_E4as_v4,4,32.0,0.029198
centralindia,Standard_E8-2as_v4,8,64.0,0.52
centralindia,Standard_E8-4as_v4,8,64.0,0.104
centralindia,Standard_E8as_v4,8,64.0,0.104
centralindia,Standard_E16-4as_v4,16,128.0,0.208
centralindia,Standard_E16-8as_v4,16,128.0,0.192192
centralindia,Standard_E16as_v4,16,128.0,0.208
centralindia,Standard_E20as_v4,20,160.0,0.794
centralindia,Standard_E32-8as_v4,32,256.0,0.384384
centralindia,Standard_E32-16as_v4,32,256.0,0.384384
centralindia,Standard_E32as_v4,32,256.0,0.234881
centralindia,Standard_E48as_v4,48,384.0,1.906
centralindia,Standard_E64-16as_v4,64,512.0,0.768768
centralindia,Standard_E64-32as_v4,64,512.0,0.832
centralindia,Standard_E64as_v4,64,512.0,0.832
centralindia,Standard_E96-24as_v4,96,672.0,1.153152
centralindia,Standard_E96-48as_v4,96,672.0,1.153152
centralindia,Standard_E96as_v4,96,672.0,3.813
centralindia,Standard_E2as_v5,2,16.0,0.0143
centralindia,Standard_E4-2as_v5,4,32.0,0.0286
centralindia,Standard_E4as_v5,4,32.0,0.131
centralindia,Standard_E8-2as_v5,8,64.0,0.262
centralindia,Standard_E8-4as_v5,8,64.0,0.262
centralindia,Standard_E8as_v5,8,64.0,0.654
centralindia,Standard_E16-4as_v5,16,128.0,0.523
centralindia,Standard_E16-8as_v5,16,128.0,0.114
centralindia,Standard_E16as_v5,16,128.0,1.308
centralindia,Standard_E20as_v5,20,160.0,0.132132
centralindia,Standard_E32-8as_v5,32,256.0,2.616
centralindia,Standard_E32-16as_v5,32,256.0,1.144
centralindia,Standard_E32as_v5,32,256.0,1.144
centralindia,Standard_E48as_v5,48,384.0,1.57
centralindia,Standard_E64-16as_v5,64,512.0,2.288
centralindia,Standard_E64-32as_v5,64,512.0,0.422822
centralindia,Standard_E64as_v5,64,512.0,2.288
centralindia,Standard_E96-24as_v5,96,672.0,3.139
centralindia,Standard_E96-48as_v5,96,672.0,3.139
centralindia,Standard_E96as_v5,96,672.0,3.432
centralindia,Standard_E112ias_v5,112,672.0,4.404
centralindia,Standard_D96ads_v5,96,384.0,3.055
centralindia,Standard_E2ads_v5,2,16.0,0.083
centralindia,Standard_E4-2ads_v5,4,32.0,0.35
centralindia,Standard_E4ads_v5,4,32.0,0.0332
centralindia,Standard_E8-2ads_v5,8,64.0,0.7
centralindia,Standard_E8-4ads_v5,8,64.0,0.28
centralindia,Standard_E8ads_v5,8,64.0,0.332
centralindia,Standard_E16-4ads_v5,16,128.0,0.56
centralindia,Standard_E16-8ads_v5,16,128.0,0.122707
centralindia,Standard_E16ads_v5,16,128.0,0.122707
centralindia,Standard_E20ads_v5,20,160.0,0.166
centralindia,Standard_E32-8ads_v5,32,256.0,1.12
centralindia,Standard_E32-16ads_v5,32,256.0,0.245599
centralindia,Standard_E32ads_v5,32,256.0,0.245599
centralindia,Standard_E48ads_v5,48,384.0,1.993
centralindia,Standard_E64-16ads_v5,64,512.0,5.602
centralindia,Standard_E64-32ads_v5,64,512.0,2.658
centralindia,Standard_E64ads_v5,64,512.0,2.658
centralindia,Standard_E96-24ads_v5,96,672.0,8.402
centralindia,Standard_E96-48ads_v5,96,672.0,8.402
centralindia,Standard_E96ads_v5,96,672.0,0.736613
centralindia,Standard_E112iads_v5,112,672.0,1.023
centralindia,Standard_HC44-16rs,44,352.0,0.887
centralindia,Standard_HC44-32rs,44,352.0,4.435
centralindia,Standard_HC44rs,44,352.0,0.819588
centralindia,Standard_L8s_v3,8,64.0,0.158
centralindia,Standard_L16s_v3,16,128.0,1.584
centralindia,Standard_L32s_v3,32,256.0,0.585446
centralindia,Standard_L48s_v3,48,384.0,0.95
centralindia,Standard_L64s_v3,64,512.0,1.170893
centralindia,Standard_L80s_v3,80,640.0,1.463616
centralindia,Standard_E2ds_v5,2,16.0,0.0302
centralindia,Standard_E4-2ds_v5,4,32.0,0.05581
centralindia,Standard_E4ds_v5,4,32.0,0.05581
centralindia,Standard_E8-2ds_v5,8,64.0,0.604
centralindia,Standard_E8-4ds_v5,8,64.0,0.111619
centralindia,Standard_E8ds_v5,8,64.0,0.121
centralindia,Standard_E16-4ds_v5,16,128.0,0.223238
centralindia,Standard_E16-8ds_v5,16,128.0,1.208
centralindia,Standard_E16ds_v5,16,128.0,0.223238
centralindia,Standard_E20ds_v5,20,160.0,0.302
centralindia,Standard_E32-8ds_v5,32,256.0,2.416
centralindia,Standard_E32-16ds_v5,32,256.0,0.483
centralindia,Standard_E32ds_v5,32,256.0,2.416
centralindia,Standard_E48ds_v5,48,384.0,0.725
centralindia,Standard_E64-16ds_v5,64,512.0,0.966
centralindia,Standard_E64-32ds_v5,64,512.0,0.892954
centralindia,Standard_E64ds_v5,64,512.0,4.832
centralindia,Standard_E96-24ds_v5,96,672.0,1.33943
centralindia,Standard_E96-48ds_v5,96,672.0,1.33943
centralindia,Standard_E96ds_v5,96,672.0,1.45
centralindia,Standard_E104ids_v5,104,672.0,1.727
centralindia,Standard_E2d_v5,2,16.0,0.027905
centralindia,Standard_E4d_v5,4,32.0,0.0604
centralindia,Standard_E8d_v5,8,64.0,0.111619
centralindia,Standard_E16d_v5,16,128.0,0.223238
centralindia,Standard_E20d_v5,20,160.0,0.302
centralindia,Standard_E32d_v5,32,256.0,0.483
centralindia,Standard_E48d_v5,48,384.0,0.669715
centralindia,Standard_E64d_v5,64,512.0,0.892954
centralindia,Standard_E96d_v5,96,672.0,7.248
centralindia,Standard_E104id_v5,104,672.0,1.596118
centralindia,Standard_E2s_v5,2,16.0,0.026
centralindia,Standard_E4-2s_v5,4,32.0,0.052
centralindia,Standard_E4s_v5,4,32.0,0.052
centralindia,Standard_E8-2s_v5,8,64.0,0.52
centralindia,Standard_E8-4s_v5,8,64.0,0.096096
centralindia,Standard_E8s_v5,8,64.0,0.096096
centralindia,Standard_E16-4s_v5,16,128.0,1.04
centralindia,Standard_E16-8s_v5,16,128.0,1.04
centralindia,Standard_E16s_v5,16,128.0,1.04
centralindia,Standard_E20s_v5,20,160.0,0.24024
centralindia,Standard_E32-8s_v5,32,256.0,0.384384
centralindia,Standard_E32-16s_v5,32,256.0,0.416
centralindia,Standard_E32s_v5,32,256.0,0.384384
centralindia,Standard_E48s_v5,48,384.0,3.12
centralindia,Standard_E64-16s_v5,64,512.0,0.832
centralindia,Standard_E64-32s_v5,64,512.0,0.768768
centralindia,Standard_E64s_v5,64,512.0,0.832
centralindia,Standard_E96-24s_v5,96,672.0,6.24
centralindia,Standard_E96-48s_v5,96,672.0,1.248
centralindia,Standard_E96s_v5,96,672.0,1.153152
centralindia,Standard_E104is_v5,104,672.0,1.487
centralindia,Standard_E2_v5,2,16.0,0.13
centralindia,Standard_E4_v5,4,32.0,0.048048
centralindia,Standard_E8_v5,8,64.0,0.096096
centralindia,Standard_E16_v5,16,128.0,0.208
centralindia,Standard_E20_v5,20,160.0,1.3
centralindia,Standard_E32_v5,32,256.0,2.08
centralindia,Standard_E48_v5,48,384.0,3.12
centralindia,Standard_E64_v5,64,512.0,4.16
centralindia,Standard_E96_v5,96,672.0,1.153152
centralindia,Standard_E104i_v5,104,672.0,1.487
centralindia,Standard_E2bs_v5,2,16.0,0.155
centralindia,Standard_E4bs_v5,4,32.0,0.057288
centralindia,Standard_E8bs_v5,8,64.0,0.114576
centralindia,Standard_E16bs_v5,16,128.0,1.24
centralindia,Standard_E32bs_v5,32,256.0,0.496
centralindia,Standard_E48bs_v5,48,384.0,0.687456
centralindia,Standard_E64bs_v5,64,512.0,0.992
centralindia,Standard_E96bs_v5,96,672.0,7.44
centralindia,Standard_E112ibs_v5,112,672.0,1.91
centralindia,Standard_E2bds_v5,2,16.0,0.032525
centralindia,Standard_E4bds_v5,4,32.0,0.352
centralindia,Standard_E8bds_v5,8,64.0,0.130099
centralindia,Standard_E16bds_v5,16,128.0,0.260198
centralindia,Standard_E32bds_v5,32,256.0,0.520397
centralindia,Standard_E48bds_v5,48,384.0,0.845
centralindia,Standard_E64bds_v5,64,512.0,1.040794
centralindia,Standard_E96bds_v5,96,672.0,8.448
centralindia,Standard_E112ibds_v5,112,672.0,2.168
centralindia,Standard_D2ads_v6,2,8.0,0.013638
centralindia,Standard_D4ads_v6,4,16.0,0.148
centralindia,Standard_D8ads_v6,8,32.0,0.054516
centralindia,Standard_D16ads_v6,16,64.0,0.59
centralindia,Standard_D32ads_v6,32,128.0,0.218249
centralindia,Standard_D48ads_v6,48,192.0,1.771
centralindia,Standard_D64ads_v6,64,256.0,0.436498
centralindia,Standard_D96ads_v6,96,384.0,0.708
centralindia,Standard_E2ads_v6,2,16.0,0.0938
centralindia,Standard_E4ads_v6,4,32.0,0.034742
centralindia,Standard_E8ads_v6,8,64.0,0.375
centralindia,Standard_E16ads_v6,16,128.0,0.75
centralindia,Standard_E20ads_v6,20,160.0,0.173342
centralindia,Standard_E32ads_v6,32,256.0,0.277385
centralindia,Standard_E48ads_v6,48,384.0,2.251
centralindia,Standard_E64ads_v6,64,512.0,3.002
centralindia,Standard_E96-24ads_v6,96,672.0,4.502
centralindia,Standard_E96-48ads_v6,96,672.0,4.502
centralindia,Standard_E96ads_v6,96,672.0,4.502
centralindia,Standard_L2aos_v4,2,16.0,0.257
centralindia,Standard_L4aos_v4,4,32.0,0.094987
centralindia,Standard_L8aos_v4,8,64.0,1.028
centralindia,Standard_L12aos_v4,12,96.0,0.284962
centralindia,Standard_L16aos_v4,16,128.0,0.379949
centralindia,Standard_L24aos_v4,24,192.0,0.569923
centralindia,Standard_L32aos_v4,32,256.0,0.759898
centralindia,Standard_L2as_v4,2,16.0,0.195
centralindia,Standard_L4as_v4,4,32.0,0.071887
centralindia,Standard_L8as_v4,8,64.0,0.143959
centralindia,Standard_L16as_v4,16,128.0,1.558
centralindia,Standard_L32as_v4,32,256.0,0.575652
centralindia,Standard_L48as_v4,48,384.0,4.673
centralindia,Standard_L64as_v4,64,512.0,6.23
centralindia,Standard_L80as_v4,80,640.0,1.439222
centralindia,Standard_L96as_v4,96,768.0,1.727141
centralindia,Standard_M64,64,1024.0,1.376
centralindia,Standard_M64m,64,1792.0,10.666
centralindia,Standard_M128,128,2048.0,2.543218
centralindia,Standard_M128m,128,3892.0,27.524
centralindia,Standard_M8-2ms,8,218.75,0.292908
centralindia,Standard_M8-4ms,8,218.75,0.292908
centralindia,Standard_M8ms,8,218.75,0.292908
centralindia,Standard_M16-4ms,16,437.5,0.634
centralindia,Standard_M16-8ms,16,437.5,0.585816
centralindia,Standard_M16ms,16,437.5,3.17
centralindia,Standard_M32-8ms,32,875.0,1.268
centralindia,Standard_M32-16ms,32,875.0,1.171817
centralindia,Standard_M32ls,32,256.0,2.964074
centralindia,Standard_M32ms,32,875.0,6.341
centralindia,Standard_M32ts,32,192.0,0.516112
centralindia,Standard_M64-16ms,64,1792.0,2.133
centralindia,Standard_M64-32ms,64,1792.0,2.133
centralindia,Standard_M64ls,64,512.0,1.117331
centralindia,Standard_M64ms,64,1792.0,2.133
centralindia,Standard_M64s,64,1024.0,6.881
centralindia,Standard_M128-32ms,128,3892.0,5.504
centralindia,Standard_M128-64ms,128,3892.0,5.086435
centralindia,Standard_M128ms,128,3892.0,5.086435
centralindia,Standard_M128s,128,2048.0,2.752
centralindia,Standard_M32ms_v2,32,875.0,6.232
centralindia,Standard_M64ms_v2,64,1792.0,10.451
centralindia,Standard_M64s_v2,64,1024.0,1.333
centralindia,Standard_M128ms_v2,128,3892.0,5.42
centralindia,Standard_M128s_v2,128,2048.0,13.329
centralindia,Standard_M192ims_v2,192,4096.0,32.646
centralindia,Standard_M192is_v2,192,2048.0,16.106
centralindia,Standard_M32dms_v2,32,875.0,6.341
centralindia,Standard_M64dms_v2,64,1792.0,10.668
centralindia,Standard_M64ds_v2,64,1024.0,1.376
centralindia,Standard_M128dms_v2,128,3892.0,5.507
centralindia,Standard_M128ds_v2,128,2048.0,2.543402
centralindia,Standard_M192idms_v2,192,4096.0,6.113184
centralindia,Standard_M192ids_v2,192,2048.0,16.54
centralindia,Standard_D2ds_v5,2,8.0,0.122
centralindia,Standard_D4ds_v5,4,16.0,0.045091
centralindia,Standard_D8ds_v5,8,32.0,0.090182
centralindia,Standard_D16ds_v5,16,64.0,0.976
centralindia,Standard_D32ds_v5,32,128.0,0.36073
centralindia,Standard_D48ds_v5,48,192.0,0.586
centralindia,Standard_D64ds_v5,64,256.0,0.781
centralindia,Standard_D96ds_v5,96,384.0,1.171
centralindia,Standard_D2d_v5,2,8.0,0.022546
centralindia,Standard_D4d_v5,4,16.0,0.0488
centralindia,Standard_D8d_v5,8,32.0,0.090182
centralindia,Standard_D16d_v5,16,64.0,0.976
centralindia,Standard_D32d_v5,32,128.0,1.952
centralindia,Standard_D48d_v5,48,192.0,2.928
centralindia,Standard_D64d_v5,64,256.0,0.781
centralindia,Standard_D96d_v5,96,384.0,1.171
centralindia,Standard_D2s_v5,2,8.0,0.018665
centralindia,Standard_D4s_v5,4,16.0,0.202
centralindia,Standard_D8s_v5,8,32.0,0.404
centralindia,Standard_D16s_v5,16,64.0,0.149318
centralindia,Standard_D32s_v5,32,128.0,0.323
centralindia,Standard_D48s_v5,48,192.0,0.485
centralindia,Standard_D64s_v5,64,256.0,0.646
centralindia,Standard_D96s_v5,96,384.0,0.97
centralindia,Standard_D2_v5,2,8.0,0.0202
centralindia,Standard_D4_v5,4,16.0,0.202
centralindia,Standard_D8_v5,8,32.0,0.404
centralindia,Standard_D16_v5,16,64.0,0.162
centralindia,Standard_D32_v5,32,128.0,0.298637
centralindia,Standard_D48_v5,48,192.0,2.424
centralindia,Standard_D64_v5,64,256.0,3.232
centralindia,Standard_D96_v5,96,384.0,0.97
centralindia,Standard_D2ls_v5,2,4.0,0.015708
centralindia,Standard_D4ls_v5,4,8.0,0.034
centralindia,Standard_D8ls_v5,8,16.0,0.062832
centralindia,Standard_D16ls_v5,16,32.0,0.125664
centralindia,Standard_D32ls_v5,32,64.0,0.251328
centralindia,Standard_D48ls_v5,48,96.0,0.376992
centralindia,Standard_D64ls_v5,64,128.0,2.72
centralindia,Standard_D96ls_v5,96,192.0,4.08
centralindia,Standard_D2lds_v5,2,4.0,0.099
centralindia,Standard_D4lds_v5,4,8.0,0.0396
centralindia,Standard_D8lds_v5,8,16.0,0.396
centralindia,Standard_D16lds_v5,16,32.0,0.158
centralindia,Standard_D32lds_v5,32,64.0,1.584
centralindia,Standard_D48lds_v5,48,96.0,0.475
centralindia,Standard_D64lds_v5,64,128.0,0.585446
centralindia,Standard_D96lds_v5,96,192.0,4.752
centralindia,Standard_B2ls_v2,2,4.0,0.0216
centralindia,Standard_B2s_v2,2,8.0,0.0988
centralindia,Standard_B2ts_v2,2,1.0,0.00224
centralindia,Standard_B4ls_v2,4,8.0,0.159
centralindia,Standard_B4s_v2,4,16.0,0.0358
centralindia,Standard_B8ls_v2,8,16.0,0.354
centralindia,Standard_B8s_v2,8,32.0,0.395
centralindia,Standard_B16ls_v2,16,32.0,0.283
centralindia,Standard_B16s_v2,16,64.0,0.717
centralindia,Standard_B32ls_v2,32,64.0,0.567
centralindia,Standard_B32s_v2,32,128.0,1.581
centralindia,Standard_E2s_v6,2,16.0,0.025318
centralindia,Standard_E4-2s_v6,4,32.0,0.05045
centralindia,Standard_E4s_v6,4,32.0,0.273
centralindia,Standard_E8-2s_v6,8,64.0,0.546
centralindia,Standard_E8-4s_v6,8,64.0,0.100901
centralindia,Standard_E8s_v6,8,64.0,0.100901
centralindia,Standard_E16-4s_v6,16,128.0,1.092
centralindia,Standard_E16-8s_v6,16,128.0,1.092
centralindia,Standard_E16s_v6,16,128.0,0.201802
centralindia,Standard_E20s_v6,20,160.0,1.365
centralindia,Standard_E32-8s_v6,32,256.0,2.184
centralindia,Standard_E32-16s_v6,32,256.0,0.403603
centralindia,Standard_E32s_v6,32,256.0,2.184
centralindia,Standard_E48s_v6,48,384.0,0.605405
centralindia,Standard_E64-16s_v6,64,512.0,0.807206
centralindia,Standard_E64-32s_v6,64,512.0,0.807206
centralindia,Standard_E64s_v6,64,512.0,4.368
centralindia,Standard_E96-24s_v6,96,768.0,1.21081
centralindia,Standard_E96-48s_v6,96,768.0,1.21081
centralindia,Standard_E96s_v6,96,768.0,6.552
centralindia,Standard_E128-32s_v6,128,1024.0,1.614413
centralindia,Standard_E128-64s_v6,128,1024.0,8.736
centralindia,Standard_E128s_v6,128,1024.0,8.736
centralindia,Standard_E192is_v6,192,1832.0,2.663707
centralindia,Standard_E2ds_v6,2,16.0,0.169
centralindia,Standard_E4-2ds_v6,4,32.0,0.337
centralindia,Standard_E4ds_v6,4,32.0,0.062278
centralindia,Standard_E8-2ds_v6,8,64.0,0.675
centralindia,Standard_E8-4ds_v6,8,64.0,0.12474
centralindia,Standard_E8ds_v6,8,64.0,0.12474
centralindia,Standard_E16-4ds_v6,16,128.0,1.35
centralindia,Standard_E16-8ds_v6,16,128.0,1.35
centralindia,Standard_E16ds_v6,16,128.0,1.35
centralindia,Standard_E20ds_v6,20,160.0,1.687
centralindia,Standard_E32-8ds_v6,32,256.0,0.49896
centralindia,Standard_E32-16ds_v6,32,256.0,0.49896
centralindia,Standard_E32ds_v6,32,256.0,2.7
